links,title,subur_name,unit_mly_jan,unit_mly_feb,unit_mly_mar,unit_mly_apr,unit_mly_may,unit_mly_jun,unit_mly_jul,unit_mly_aug,unit_mly_sep,unit_mly_oct,unit_mly_nov,unit_mly_dec,unit_mly_p_jan,unit_mly_p_feb,unit_mly_p_mar,unit_mly_p_apr,unit_mly_p_may,unit_mly_p_jun,unit_mly_p_jul,unit_mly_p_aug,unit_mly_p_sep,unit_mly_p_oct,unit_mly_p_nov,unit_mly_p_dec,unit_mly_nos_jan,unit_mly_nos_feb,unit_mly_nos_mar,unit_mly_nos_apr,unit_mly_nos_may,unit_mly_nos_jun,unit_mly_nos_jul,unit_mly_nos_aug,unit_mly_nos_sep,unit_mly_nos_oct,unit_mly_nos_nov,unit_mly_nos_dec
https://www.realestate.com.au/neighbourhoods/Holyoake-6213-wa,Holyoake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Hope%20Valley-6165-wa,Hope Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Hopeland-6125-wa,Hopeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Hovea-6071-wa,Hovea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Huntingdale-6110-wa,Huntingdale,,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,,,,,,,270000,270000,270000,270000,270000,270000,,,,,,,1,1,1,1,1,1,,,,,,
https://www.realestate.com.au/neighbourhoods/Iluka-6028-wa,Iluka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Inglehope-6213-wa,Inglehope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Inglewood-6052-wa,Inglewood,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,433500,435000,433500,419000,426000,420000,420000,420000,420000,412500,405000,405000,40,42,42,40,40,37,43,43,41,40,33,33
https://www.realestate.com.au/neighbourhoods/Innaloo-6018-wa,Innaloo,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,515000,515000,510000,510000,505000,510000,510000,510000,507500,507500,507500,507500,50,55,52,51,54,55,53,49,54,44,44,44
https://www.realestate.com.au/neighbourhoods/Jandakot-6164-wa,Jandakot,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,627000,627000,543000,543000,543000,543000,459000,459000,459000,459000,459000,459000,1,1,2,2,2,2,1,1,1,1,1,1
https://www.realestate.com.au/neighbourhoods/Jane%20Brook-6056-wa,Jane Brook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Jarrahdale-6124-wa,Jarrahdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Jindalee-6036-wa,Jindalee,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,,,,379000,379000,379000,379000,379000,379000,379000,379000,379000,,,,1,1,1,1,1,1,1,1,1,,,
https://www.realestate.com.au/neighbourhoods/Jolimont-6014-wa,Jolimont,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,455000,445000,445000,455000,437500,447500,430000,430000,430000,430000,380000,395000,8,7,7,6,8,8,9,7,7,7,7,8
https://www.realestate.com.au/neighbourhoods/Joondalup-6027-wa,Joondalup,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,420000,420000,420000,420000,420000,420000,420000,415000,415000,420000,420000,415000,85,87,87,83,83,82,77,69,73,75,73,75
https://www.realestate.com.au/neighbourhoods/Joondanna-6060-wa,Joondanna,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,431000,430000,416250,430000,416250,427750,406500,406500,410000,410000,410000,410000,52,53,46,42,42,42,37,39,39,37,36,36
https://www.realestate.com.au/neighbourhoods/Kalamunda-6076-wa,Kalamunda,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,420000,410000,420000,387500,387500,372000,359000,357000,420000,402500,420000,420000,11,9,7,8,8,10,11,12,17,16,15,15
https://www.realestate.com.au/neighbourhoods/Kallaroo-6025-wa,Kallaroo,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,379500,379500,379000,355000,335000,367000,475000,475000,315000,315000,310000,310000,16,16,15,11,10,10,7,7,9,9,8,8
https://www.realestate.com.au/neighbourhoods/Karakin-6044-wa,Karakin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Karawara-6152-wa,Karawara,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,474500,474500,474500,474500,492000,492000,492000,474500,492000,492000,492000,492000,4,4,4,4,3,3,3,4,5,5,5,5
https://www.realestate.com.au/neighbourhoods/Kardinya-6163-wa,Kardinya,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,460000,448500,437000,460000,437000,405000,407500,415000,410000,410000,415000,415000,13,12,13,15,13,11,14,16,13,13,12,12
https://www.realestate.com.au/neighbourhoods/Karnup-6176-wa,Karnup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Karragullen-6111-wa,Karragullen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Karrakatta-6010-wa,Karrakatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Karrakup-6122-wa,Karrakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Karrinyup-6018-wa,Karrinyup,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,522500,577500,584250,591000,577500,550000,533500,533500,533500,533500,533500,533500,6,7,6,5,5,7,8,8,8,8,8,8
https://www.realestate.com.au/neighbourhoods/Kelmscott-6111-wa,Kelmscott,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,317000,319500,319500,319000,318000,318000,321500,314000,318000,325000,321500,321500,19,20,20,17,19,17,16,14,15,13,12,12
https://www.realestate.com.au/neighbourhoods/Kensington-6151-wa,Kensington,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,511500,489000,511500,515000,563750,563750,557500,557500,604750,652000,608750,557500,10,10,12,13,10,10,9,9,8,9,8,9
https://www.realestate.com.au/neighbourhoods/Kenwick-6107-wa,Kenwick,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,264000,264000,264000,264000,262000,262000,260000,262000,262000,264000,286000,286000,5,5,5,5,6,6,7,6,6,5,6,6
https://www.realestate.com.au/neighbourhoods/Kewdale-6105-wa,Kewdale,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,397500,397500,385000,390500,385000,385500,388000,390000,390000,392500,395000,395000,32,26,25,26,27,30,32,31,31,30,29,29
https://www.realestate.com.au/neighbourhoods/Keysbrook-6126-wa,Keysbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Kiara-6054-wa,Kiara,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,356000,356000,350000,350000,350000,332500,332500,350000,350000,350000,350000,350000,2,2,3,3,3,2,2,3,3,3,3,3
https://www.realestate.com.au/neighbourhoods/Kings%20Park-6005-wa,Kings Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Kingsley-6026-wa,Kingsley,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,425000,415000,420000,420000,326500,327500,320000,320000,325000,325000,319975,319975,20,20,21,18,20,18,19,19,21,21,18,18
https://www.realestate.com.au/neighbourhoods/Kinross-6028-wa,Kinross,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,390000,390000,380000,380000,380000,380000,380000,380000,380000,380000,380000,380000,3,3,1,1,1,1,1,1,1,1,1,1
https://www.realestate.com.au/neighbourhoods/Koondoola-6064-wa,Koondoola,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,307000,309000,309000,309000,314500,314500,314500,314500,314500,314500,314500,314500,2,1,1,1,2,2,2,2,2,2,2,2
https://www.realestate.com.au/neighbourhoods/Koongamia-6056-wa,Koongamia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Kwinana%20Beach-6167-wa,Kwinana Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Kwinana%20Town%20Centre-6167-wa,Kwinana Town Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Lancelin-6044-wa,Lancelin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Landsdale-6065-wa,Landsdale,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,247000,245000,243000,241000,239000,237000,237000,237000,222992,222992,218797,218798,7,8,9,11,10,13,13,13,11,11,10,10
https://www.realestate.com.au/neighbourhoods/Langford-6147-wa,Langford,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,380000,373000,382500,382500,395000,395000,395000,395000,397500,340000,332500,332500,11,12,10,10,6,6,6,6,4,5,4,4
https://www.realestate.com.au/neighbourhoods/Lathlain-6100-wa,Lathlain,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,356250,372500,340000,340000,340000,340000,340000,338000,338000,310000,307500,307500,8,9,11,11,11,9,9,9,7,5,4,4
https://www.realestate.com.au/neighbourhoods/Leda-6170-wa,Leda,,2015-01-31,2015-02-28,2015-03-31,,,,,,,,,,255000,257500,255000,,,,,,,,,,3,2,1,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Ledge%20Point-6043-wa,Ledge Point,,2015-01-31,2015-10-31,2015-11-30,2015-12-21,,,,,,,,,260000,900000,900000,900000,,,,,,,,,1,1,1,1,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Leederville-6007-wa,Leederville,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,562500,577500,585000,585000,585000,570000,562500,562500,570000,577500,585000,585000,30,32,32,33,31,33,32,32,33,30,28,28
https://www.realestate.com.au/neighbourhoods/Leeming-6149-wa,Leeming,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,392500,392500,392500,437000,465000,412000,412000,412000,465000,465000,465000,465000,9,9,9,8,11,12,12,14,13,11,11,11
https://www.realestate.com.au/neighbourhoods/Leschenault-6233-wa,Leschenault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Lesmurdie-6076-wa,Lesmurdie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Lockridge-6054-wa,Lockridge,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,320000,313500,320000,307000,320000,305000,312500,300000,300000,300000,300000,300000,11,10,9,11,9,9,8,6,5,5,5,5
https://www.realestate.com.au/neighbourhoods/Lower%20Chittering-6084-wa,Lower Chittering,,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,,256000,256000,256000,256000,256000,256000,256000,256000,256000,256000,256000,,2,2,2,2,2,2,2,2,2,2,2,
https://www.realestate.com.au/neighbourhoods/Lynwood-6147-wa,Lynwood,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,385000,385000,385000,385000,385000,342500,325000,300000,325000,300000,325000,325000,11,9,8,7,7,6,8,7,6,5,6,6
https://www.realestate.com.au/neighbourhoods/Maddington-6109-wa,Maddington,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,320000,327500,335000,335000,375000,382500,400000,390000,390000,390000,390000,390000,7,8,7,7,9,8,10,11,11,11,11,11
https://www.realestate.com.au/neighbourhoods/Madeley-6065-wa,Madeley,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,491000,510000,510000,505000,502500,378220,256440,256440,256440,256440,365720,365720,8,7,7,7,6,8,9,9,10,11,10,10
https://www.realestate.com.au/neighbourhoods/Madora%20Bay-6210-wa,Madora Bay,,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,,,,,,295000,295000,295000,295000,295000,295000,295000,,,,,,1,2,2,2,2,2,2,,,,,
https://www.realestate.com.au/neighbourhoods/Mahogany%20Creek-6072-wa,Mahogany Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Maida%20Vale-6057-wa,Maida Vale,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-11-30,2015-12-21,,,,,312000,312000,312000,312000,312000,425000,477500,477500,,,,,2,2,2,2,2,1,1,1,,,,
https://www.realestate.com.au/neighbourhoods/Malaga-6090-wa,Malaga,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,390500,411777,411777,411777,411777,386527,404555,427277,427277,427277,427277,427278,8,8,8,10,12,12,9,8,8,8,8,8
https://www.realestate.com.au/neighbourhoods/Mandogalup-6167-wa,Mandogalup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Mandurah%20East-6210-wa,Mandurah East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Mandurah%20North-6210-wa,Mandurah North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Mandurah-6210-wa,,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,342000,335000,349000,333000,330000,360000,350000,328250,325000,321500,305000,305000,183,169,164,156,150,143,143,140,134,143,140,141
https://www.realestate.com.au/neighbourhoods/Manning-6152-wa,Manning,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,604000,604000,604000,604000,604000,604000,610000,620000,620000,620000,610000,610000,2,2,2,2,2,2,3,2,2,2,1,1
https://www.realestate.com.au/neighbourhoods/Marangaroo-6064-wa,Marangaroo,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,331000,331000,340000,340000,383000,350000,350000,350000,350000,350000,350000,350000,2,4,4,4,4,5,6,6,7,7,7,7
https://www.realestate.com.au/neighbourhoods/Mardella-6125-wa,Mardella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Marmion-6020-wa,Marmion,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,550000,440250,440250,440250,440250,437625,437625,437625,437625,437625,437625,437625,3,5,5,5,5,6,6,6,6,6,6,6
https://www.realestate.com.au/neighbourhoods/Marrinup-6213-wa,Marrinup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Martin-6110-wa,Martin,,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,,252000,252000,252000,252000,252000,252000,252000,252000,252000,252000,252000,,1,1,1,1,1,1,1,1,1,1,1,
https://www.realestate.com.au/neighbourhoods/Maylands-6051-wa,,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,400000,399000,399000,399000,395500,400000,407250,400000,410000,411000,415000,415000,201,193,189,179,176,176,166,162,153,151,139,140
https://www.realestate.com.au/neighbourhoods/Meadow%20Springs-6210-wa,Meadow Springs,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,275000,278500,278500,279000,295000,295000,295000,295000,295000,295000,295000,295000,11,10,10,8,5,5,5,5,5,5,5,5
https://www.realestate.com.au/neighbourhoods/Medina-6167-wa,Medina,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,141082,141312,230000,230000,121000,121000,121000,121000,121000,121000,121000,121000,4,3,1,1,2,2,2,2,2,2,2,2
https://www.realestate.com.au/neighbourhoods/Meelon-6208-wa,Meelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Melville-6156-wa,Melville,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,501500,508000,501500,495000,508000,508000,495000,495000,495500,484500,519500,519500,28,27,28,27,25,21,21,23,14,14,12,12
https://www.realestate.com.au/neighbourhoods/Menora-6050-wa,Menora,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,478750,478750,478750,478750,478750,478750,478750,478750,478750,480000,480000,480000,2,2,2,2,2,2,2,2,2,1,1,1
https://www.realestate.com.au/neighbourhoods/Merriwa-6030-wa,Merriwa,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,160000,160000,160000,162750,162750,162750,162750,165500,332500,332500,375000,375000,11,11,11,12,8,8,8,5,2,2,1,1
https://www.realestate.com.au/neighbourhoods/Middle%20Swan-6056-wa,Middle Swan,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,350000,350000,350000,350000,350000,415000,415000,415000,480000,405000,405000,405000,1,1,1,1,1,2,2,2,1,2,2,2
https://www.realestate.com.au/neighbourhoods/Midland-6056-wa,Midland,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,368000,368000,368000,365000,365000,365000,363750,358000,358000,356000,353000,353000,83,75,73,73,67,75,66,62,56,57,54,54
https://www.realestate.com.au/neighbourhoods/Midvale-6056-wa,Midvale,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,345000,345000,312500,312500,312500,332500,347750,347750,347750,350500,353000,353000,5,5,8,8,8,8,10,10,10,9,7,7
https://www.realestate.com.au/neighbourhoods/Millbridge-6232-wa,Millbridge,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,395000,395000,395000,395000,395000,395000,395000,395000,395000,395000,395000,395000,1,1,1,1,1,1,1,1,1,1,1,1
https://www.realestate.com.au/neighbourhoods/Millendon-6056-wa,Millendon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Mindarie-6030-wa,Mindarie,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,602500,602500,590650,590650,587825,590650,590650,565325,565325,565325,540000,540000,8,8,9,9,8,9,7,8,8,8,7,7
https://www.realestate.com.au/neighbourhoods/Mirrabooka-6061-wa,Mirrabooka,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,335000,334500,334500,334000,330000,330000,330000,330000,315000,315000,198750,198750,9,8,6,5,5,5,5,5,5,5,4,4
https://www.realestate.com.au/neighbourhoods/Morangup-6083-wa,Morangup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Morley-6062-wa,,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,422500,410000,420000,426647,408000,405000,400000,400000,400000,400000,405000,405000,48,52,55,56,62,61,65,65,63,58,53,53
https://www.realestate.com.au/neighbourhoods/Mosman%20Park-6012-wa,Mosman Park,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,433000,453250,468000,467000,473000,482500,493750,487500,487500,481000,501250,515000,50,56,53,50,52,48,46,45,43,39,36,37
https://www.realestate.com.au/neighbourhoods/Mount%20Claremont-6010-wa,Mount Claremont,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,695000,742500,742500,742500,790000,790000,767500,767500,767500,850000,850000,850000,7,6,6,6,5,5,4,4,4,3,3,3
https://www.realestate.com.au/neighbourhoods/Mount%20Hawthorn-6016-wa,Mount Hawthorn,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,575000,575000,628000,570000,570000,565000,557500,545000,562500,461500,461500,461500,16,16,11,11,11,10,8,7,8,4,4,4
https://www.realestate.com.au/neighbourhoods/Mount%20Helena-6082-wa,Mount Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Mount%20Lawley-6050-wa,,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,471000,475000,455000,457750,470000,455250,460500,450000,450000,450000,450000,450000,83,81,77,80,79,82,81,76,74,66,57,57
https://www.realestate.com.au/neighbourhoods/Mount%20Nasura-6112-wa,Mount Nasura,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,230000,230000,230000,230000,230000,230000,337500,445000,445000,445000,445000,445000,1,1,1,1,1,1,2,1,1,1,1,1
https://www.realestate.com.au/neighbourhoods/Mount%20Pleasant-6153-wa,Mount Pleasant,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,552000,620000,608500,620000,625000,625000,625000,630000,635000,635000,635000,635000,23,23,22,21,21,19,19,16,15,14,13,13
https://www.realestate.com.au/neighbourhoods/Mount%20Richon-6112-wa,Mount Richon,,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,,,,,,,,245000,245000,245000,245000,245000,,,,,,,,1,1,1,1,1,,,,,,,
https://www.realestate.com.au/neighbourhoods/Mullaloo-6027-wa,Mullaloo,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,,,,,492500,492500,492500,492500,480000,480000,480000,490000,,,,,4,4,4,4,3,3,3,2,,,,
https://www.realestate.com.au/neighbourhoods/Mundaring-6073-wa,Mundaring,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,495000,495000,495000,495000,494000,494000,494000,494000,494000,493000,493000,493000,1,1,1,1,2,2,2,2,2,1,1,1
https://www.realestate.com.au/neighbourhoods/Mundijong-6123-wa,Mundijong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
